l_code,l_name,year,b_date,f_date
626,熊谷,2013,2013-03-26,2013-03-19
626,熊谷,2014,2014-04-01,2014-03-28
626,熊谷,2015,2015-03-30,2015-03-27
629,水戸,1996,1996-04-14,1996-04-07
629,水戸,1997,1997-04-02,1997-03-29
629,水戸,1998,1998-04-08,1998-03-31
629,水戸,1999,1999-04-05,1999-03-29
629,水戸,2000,2000-04-08,2000-04-03
629,水戸,2001,2001-04-05,2001-03-30
629,水戸,2002,2002-03-28,2002-03-20
629,水戸,2003,2003-04-09,2003-04-01
629,水戸,2004,2004-03-31,2004-03-27
629,水戸,2005,2005-04-09,2005-04-06
629,水戸,2006,2006-04-04,2006-03-30
629,水戸,2007,2007-04-02,2007-03-24
629,水戸,2008,2008-04-03,2008-03-27
629,水戸,2009,2009-04-08,2009-03-27
629,水戸,2010,2010-04-07,2010-04-02
629,水戸,2011,2011-04-12,2011-04-06
629,水戸,2012,2012-04-12,2012-04-06
629,水戸,2013,2013-04-01,2013-03-21
629,水戸,2014,2014-04-02,2014-03-29
629,水戸,2015,2015-04-04,2015-03-30
631,敦賀,1996,1996-04-14,1996-04-06
631,敦賀,1997,1997-04-04,1997-03-29
631,敦賀,1998,1998-04-04,1998-03-29
631,敦賀,1999,1999-04-01,1999-03-26
631,敦賀,2000,2000-04-12,2000-04-07
631,敦賀,2001,2001-04-07,2001-04-01
631,敦賀,2002,2002-03-31,2002-03-24
631,敦賀,2003,2003-04-06,2003-03-30
631,敦賀,2004,2004-04-03,2004-03-28
631,敦賀,2005,2005-04-10,2005-04-06
631,敦賀,2006,NA,NA
631,敦賀,2007,NA,NA
631,敦賀,2008,NA,NA
631,敦賀,2009,NA,NA
631,敦賀,2010,NA,NA
631,敦賀,2011,NA,NA
631,敦賀,2012,NA,NA
631,敦賀,2013,NA,NA
631,敦賀,2014,NA,NA
631,敦賀,2015,NA,NA
632,岐阜,1996,1996-04-08,1996-03-30
632,岐阜,1997,1997-03-30,1997-03-22
632,岐阜,1998,1998-03-31,1998-03-22
632,岐阜,1999,1999-04-01,1999-03-23
632,岐阜,2000,2000-04-10,2000-04-03
632,岐阜,2001,2001-04-06,2001-03-25
632,岐阜,2002,2002-03-27,2002-03-17
632,岐阜,2003,2003-03-31,2003-03-24
632,岐阜,2004,2004-04-01,2004-03-24
632,岐阜,2005,2005-04-08,2005-04-02
632,岐阜,2006,2006-04-05,2006-03-26
632,岐阜,2007,2007-04-02,2007-03-23
632,岐阜,2008,2008-03-29,2008-03-23
632,岐阜,2009,2009-04-01,2009-03-18
632,岐阜,2010,2010-03-31,2010-03-20
632,岐阜,2011,2011-04-04,2011-03-28
632,岐阜,2012,2012-04-06,2012-03-30
632,岐阜,2013,2013-03-29,2013-03-21
632,岐阜,2014,2014-03-31,2014-03-24
632,岐阜,2015,2015-03-30,2015-03-23
636,名古屋,1996,1996-04-06,1996-03-29
636,名古屋,1997,1997-03-30,1997-03-23
636,名古屋,1998,1998-03-30,1998-03-22
636,名古屋,1999,1999-04-01,1999-03-24
636,名古屋,2000,2000-04-08,2000-04-03
636,名古屋,2001,2001-04-03,2001-03-26
636,名古屋,2002,2002-03-28,2002-03-19
636,名古屋,2003,2003-03-31,2003-03-24
636,名古屋,2004,2004-04-03,2004-03-23
636,名古屋,2005,2005-04-08,2005-03-31
636,名古屋,2006,2006-04-06,2006-03-26
636,名古屋,2007,2007-04-02,2007-03-23
636,名古屋,2008,2008-03-29,2008-03-22
636,名古屋,2009,2009-04-03,2009-03-19
636,名古屋,2010,2010-04-02,2010-03-18
636,名古屋,2011,2011-04-06,2011-03-27
636,名古屋,2012,2012-04-06,2012-03-30
636,名古屋,2013,2013-03-28,2013-03-19
636,名古屋,2014,2014-03-31,2014-03-24
636,名古屋,2015,2015-03-30,2015-03-21
637,飯田,1996,1996-04-18,1996-04-08
637,飯田,1997,1997-04-06,1997-03-30
637,飯田,1998,1998-04-05,1998-03-30
637,飯田,1999,1999-04-08,1999-03-29
637,飯田,2000,2000-04-16,2000-04-10
637,飯田,2001,2001-04-09,2001-04-06
637,飯田,2002,2002-04-01,2002-03-27
637,飯田,2003,2003-04-12,2003-04-06
637,飯田,2004,2004-04-07,2004-04-02
637,飯田,2005,2005-04-12,2005-04-09
637,飯田,2006,2006-04-12,2006-04-07
637,飯田,2007,NA,NA
637,飯田,2008,NA,NA
637,飯田,2009,NA,NA
637,飯田,2010,NA,NA
637,飯田,2011,NA,NA
637,飯田,2012,NA,NA
637,飯田,2013,NA,NA
637,飯田,2014,NA,NA
637,飯田,2015,NA,NA
638,甲府,1996,1996-04-08,1996-03-31
638,甲府,1997,1997-03-30,1997-03-22
638,甲府,1998,1998-03-30,1998-03-26
638,甲府,1999,1999-03-28,1999-03-18
638,甲府,2000,2000-04-07,2000-03-31
638,甲府,2001,2001-04-02,2001-03-25
638,甲府,2002,2002-03-22,2002-03-17
638,甲府,2003,2003-04-01,2003-03-27
638,甲府,2004,2004-03-31,2004-03-24
638,甲府,2005,2005-04-07,2005-03-31
638,甲府,2006,2006-03-29,2006-03-24
638,甲府,2007,2007-03-30,2007-03-21
638,甲府,2008,2008-03-28,2008-03-24
638,甲府,2009,2009-03-31,2009-03-20
638,甲府,2010,2010-03-28,2010-03-20
638,甲府,2011,2011-04-08,2011-03-29
638,甲府,2012,2012-04-07,2012-04-01
638,甲府,2013,2013-03-26,2013-03-19
638,甲府,2014,2014-04-04,2014-03-28
638,甲府,2015,2015-03-31,2015-03-25
648,銚子,1996,1996-04-08,1996-03-31
648,銚子,1997,1997-04-06,1997-03-30
648,銚子,1998,1998-04-09,1998-04-03
648,銚子,1999,1999-04-03,1999-03-25
648,銚子,2000,2000-04-11,2000-04-04
648,銚子,2001,2001-04-02,2001-03-26
648,銚子,2002,2002-03-29,2002-03-19
648,銚子,2003,2003-04-04,2003-03-28
648,銚子,2004,2004-04-06,2004-03-30
648,銚子,2005,2005-04-10,2005-04-07
648,銚子,2006,2006-04-01,2006-03-25
648,銚子,2007,2007-04-05,2007-03-30
648,銚子,2008,2008-04-02,2008-03-25
648,銚子,2009,2009-04-07,2009-04-01
648,銚子,2010,2010-04-08,2010-04-01
648,銚子,2011,2011-04-12,2011-04-04
648,銚子,2012,2012-04-11,2012-04-02
648,銚子,2013,2013-03-28,2013-03-21
648,銚子,2014,2014-04-04,2014-03-29
648,銚子,2015,2015-04-06,2015-03-30
651,津,1996,1996-04-11,1996-04-05
651,津,1997,1997-04-04,1997-03-28
651,津,1998,1998-03-31,1998-03-27
651,津,1999,1999-04-03,1999-03-27
651,津,2000,2000-04-09,2000-04-05
651,津,2001,2001-04-04,2001-03-28
651,津,2002,2002-03-27,2002-03-21
651,津,2003,2003-04-02,2003-03-28
651,津,2004,2004-04-01,2004-03-28
651,津,2005,2005-04-08,2005-04-03
651,津,2006,2006-04-06,2006-03-31
651,津,2007,2007-04-01,2007-03-26
651,津,2008,2008-04-01,2008-03-27
651,津,2009,2009-04-02,2009-03-23
651,津,2010,2010-04-01,2010-03-24
651,津,2011,2011-04-05,2011-04-01
651,津,2012,2012-04-08,2012-04-04
651,津,2013,2013-03-30,2013-03-25
651,津,2014,2014-04-01,2014-03-27
651,津,2015,2015-03-31,2015-03-29
654,浜松,1996,1996-04-04,1996-03-28
654,浜松,1997,1997-04-01,1997-03-26
654,浜松,1998,1998-04-03,1998-03-24
654,浜松,1999,1999-04-01,1999-03-24
654,浜松,2000,2000-04-09,2000-04-03
654,浜松,2001,2001-04-04,2001-03-26
654,浜松,2002,2002-03-26,2002-03-19
654,浜松,2003,2003-03-29,2003-03-24
654,浜松,2004,2004-04-03,2004-03-27
654,浜松,2005,2005-04-08,2005-04-02
654,浜松,2006,NA,NA
654,浜松,2007,NA,NA
654,浜松,2008,NA,NA
654,浜松,2009,NA,NA
654,浜松,2010,NA,NA
654,浜松,2011,NA,NA
654,浜松,2012,NA,NA
654,浜松,2013,NA,NA
654,浜松,2014,NA,NA
654,浜松,2015,NA,NA
656,静岡,1996,1996-04-02,1996-03-26
656,静岡,1997,1997-03-30,1997-03-22
656,静岡,1998,1998-03-31,1998-03-21
656,静岡,1999,1999-04-01,1999-03-21
656,静岡,2000,2000-04-06,2000-03-30
656,静岡,2001,2001-04-02,2001-03-23
656,静岡,2002,2002-03-22,2002-03-15
656,静岡,2003,2003-03-28,2003-03-21
656,静岡,2004,2004-04-01,2004-03-18
656,静岡,2005,2005-04-07,2005-03-29
656,静岡,2006,2006-03-27,2006-03-17
656,静岡,2007,2007-03-30,2007-03-24
656,静岡,2008,2008-03-27,2008-03-22
656,静岡,2009,2009-03-27,2009-03-19
656,静岡,2010,2010-03-26,2010-03-17
656,静岡,2011,2011-04-04,2011-03-20
656,静岡,2012,2012-04-01,2012-03-24
656,静岡,2013,2013-03-23,2013-03-17
656,静岡,2014,2014-03-31,2014-03-24
656,静岡,2015,2015-04-01,2015-03-22
662,東京,1996,1996-04-07,1996-03-31
662,東京,1997,1997-03-30,1997-03-21
662,東京,1998,1998-03-31,1998-03-27
662,東京,1999,1999-04-02,1999-03-24
662,東京,2000,2000-04-06,2000-03-30
662,東京,2001,2001-03-28,2001-03-23
662,東京,2002,2002-03-21,2002-03-16
662,東京,2003,2003-04-01,2003-03-27
662,東京,2004,2004-03-29,2004-03-18
662,東京,2005,2005-04-06,2005-03-31
662,東京,2006,2006-03-28,2006-03-21
662,東京,2007,2007-03-29,2007-03-20
662,東京,2008,2008-03-27,2008-03-22
662,東京,2009,2009-04-02,2009-03-21
662,東京,2010,2010-04-01,2010-03-22
662,東京,2011,2011-04-06,2011-03-28
662,東京,2012,2012-04-06,2012-03-31
662,東京,2013,2013-03-22,2013-03-16
662,東京,2014,2014-03-30,2014-03-25
662,東京,2015,2015-03-29,2015-03-23
663,尾鷲,1996,1996-04-03,1996-03-27
663,尾鷲,1997,1997-04-04,1997-03-27
663,尾鷲,1998,1998-03-31,1998-03-26
663,尾鷲,1999,1999-04-01,1999-03-22
663,尾鷲,2000,2000-04-07,2000-03-31
663,尾鷲,2001,2001-04-04,2001-03-26
663,尾鷲,2002,2002-03-27,2002-03-20
663,尾鷲,2003,2003-03-30,2003-03-22
663,尾鷲,2004,2004-04-03,2004-03-28
663,尾鷲,2005,2005-04-08,2005-04-02
663,尾鷲,2006,2006-03-30,2006-03-23
663,尾鷲,2007,2007-03-30,2007-03-23
663,尾鷲,2008,NA,NA
663,尾鷲,2009,NA,NA
663,尾鷲,2010,NA,NA
663,尾鷲,2011,NA,NA
663,尾鷲,2012,NA,NA
663,尾鷲,2013,NA,NA
663,尾鷲,2014,NA,NA
663,尾鷲,2015,NA,NA
670,横浜,1996,1996-04-04,1996-03-29
670,横浜,1997,1997-03-31,1997-03-25
670,横浜,1998,1998-04-04,1998-03-28
670,横浜,1999,1999-04-02,1999-03-24
670,横浜,2000,2000-04-07,2000-03-29
670,横浜,2001,2001-03-29,2001-03-22
670,横浜,2002,2002-03-22,2002-03-15
670,横浜,2003,2003-04-01,2003-03-27
670,横浜,2004,2004-03-30,2004-03-18
670,横浜,2005,2005-04-07,2005-04-02
670,横浜,2006,2006-03-28,2006-03-21
670,横浜,2007,2007-03-30,2007-03-23
670,横浜,2008,2008-03-29,2008-03-23
670,横浜,2009,2009-04-04,2009-03-22
670,横浜,2010,2010-04-02,2010-03-22
670,横浜,2011,2011-04-08,2011-03-30
670,横浜,2012,2012-04-09,2012-04-02
670,横浜,2013,2013-03-22,2013-03-18
670,横浜,2014,2014-03-31,2014-03-25
670,横浜,2015,2015-03-31,2015-03-23
672,館山,1996,1996-04-05,1996-03-30
672,館山,1997,1997-04-07,1997-03-30
672,館山,1998,1998-04-06,1998-03-31
672,館山,1999,1999-04-10,1999-03-30
672,館山,2000,2000-04-10,2000-04-04
672,館山,2001,2001-04-03,2001-03-25
672,館山,2002,2002-03-27,2002-03-19
672,館山,2003,2003-04-03,2003-03-27
672,館山,2004,2004-04-05,2004-03-30
672,館山,2005,2005-04-08,2005-04-03
672,館山,2006,2006-03-29,2006-03-21
672,館山,2007,NA,NA
672,館山,2008,NA,NA
672,館山,2009,NA,NA
672,館山,2010,NA,NA
672,館山,2011,NA,NA
672,館山,2012,NA,NA
672,館山,2013,NA,NA
672,館山,2014,NA,NA
672,館山,2015,NA,NA
675,大島,1996,1996-04-06,1996-03-28
675,大島,1997,1997-04-01,1997-03-27
675,大島,1998,1998-03-31,1998-03-28
675,大島,1999,1999-04-02,1999-03-22
675,大島,2000,2000-04-09,2000-04-02
675,大島,2001,2001-03-29,2001-03-24
675,大島,2002,2002-03-23,2002-03-17
675,大島,2003,2003-03-31,2003-03-25
675,大島,2004,2004-04-01,2004-03-25
675,大島,2005,2005-04-07,2005-03-29
675,大島,2006,2006-03-28,2006-03-20
675,大島,2007,2007-03-31,2007-03-26
675,大島,2008,2008-03-31,2008-03-24
675,大島,2009,2009-04-04,2009-03-26
675,大島,2010,NA,NA
675,大島,2011,NA,NA
675,大島,2012,NA,NA
675,大島,2013,NA,NA
675,大島,2014,NA,NA
675,大島,2015,NA,NA
677,三宅島,1996,1996-04-05,1996-03-28
677,三宅島,1997,1997-03-31,1997-03-24
677,三宅島,1998,1998-04-06,1998-03-28
677,三宅島,1999,1999-03-28,1999-03-21
677,三宅島,2000,2000-04-08,2000-04-04
677,三宅島,2001,NA,NA
677,三宅島,2002,NA,NA
677,三宅島,2003,NA,NA
677,三宅島,2004,NA,NA
677,三宅島,2005,NA,NA
677,三宅島,2006,NA,NA
677,三宅島,2007,NA,NA
677,三宅島,2008,NA,NA
677,三宅島,2009,NA,NA
677,三宅島,2010,NA,NA
677,三宅島,2011,NA,NA
677,三宅島,2012,NA,NA
677,三宅島,2013,NA,NA
677,三宅島,2014,NA,NA
677,三宅島,2015,NA,NA
678,八丈島,1996,1996-03-29,1996-03-23
678,八丈島,1997,1997-04-05,1997-03-30
678,八丈島,1998,1998-04-10,1998-04-01
678,八丈島,1999,1999-04-06,1999-03-26
678,八丈島,2000,2000-04-13,2000-04-06
678,八丈島,2001,2001-04-06,2001-03-29
678,八丈島,2002,2002-04-06,2002-03-28
678,八丈島,2003,2003-04-04,2003-03-28
678,八丈島,2004,2004-04-01,2004-03-26
678,八丈島,2005,2005-04-18,2005-04-08
678,八丈島,2006,2006-04-03,2006-03-19
678,八丈島,2007,NA,2007-04-13
678,八丈島,2008,2008-04-07,2008-03-30
678,八丈島,2009,2009-04-18,2009-04-04
678,八丈島,2010,NA,NA
678,八丈島,2011,NA,NA
678,八丈島,2012,NA,NA
678,八丈島,2013,NA,NA
678,八丈島,2014,NA,NA
678,八丈島,2015,NA,NA
740,西郷,1996,1996-04-19,1996-04-13
740,西郷,1997,1997-04-08,1997-03-31
740,西郷,1998,1998-04-05,1998-03-30
740,西郷,1999,1999-04-09,1999-04-03
740,西郷,2000,2000-04-12,2000-04-07
740,西郷,2001,2001-04-08,2001-04-02
740,西郷,2002,2002-04-01,2002-03-25
740,西郷,2003,2003-04-09,2003-04-03
740,西郷,2004,2004-04-02,2004-03-28
740,西郷,2005,2005-04-12,2005-04-07
740,西郷,2006,2006-04-09,2006-04-04
740,西郷,2007,2007-04-10,2007-03-28
740,西郷,2008,2008-04-08,2008-04-03
740,西郷,2009,NA,NA
740,西郷,2010,NA,NA
740,西郷,2011,NA,NA
740,西郷,2012,NA,NA
740,西郷,2013,NA,NA
740,西郷,2014,NA,NA
740,西郷,2015,NA,NA
741,松江,1996,1996-04-14,1996-04-06
741,松江,1997,1997-04-04,1997-03-28
741,松江,1998,1998-04-04,1998-03-26
741,松江,1999,1999-04-06,1999-03-29
741,松江,2000,2000-04-08,2000-04-02
741,松江,2001,2001-04-06,2001-03-26
741,松江,2002,2002-03-30,2002-03-22
741,松江,2003,2003-04-06,2003-03-31
741,松江,2004,2004-03-31,2004-03-21
741,松江,2005,2005-04-08,2005-04-05
741,松江,2006,2006-04-06,2006-03-28
741,松江,2007,2007-04-03,2007-03-26
741,松江,2008,2008-04-06,2008-04-01
741,松江,2009,2009-04-06,2009-03-22
741,松江,2010,2010-04-03,2010-03-22
741,松江,2011,2011-04-12,2011-04-06
741,松江,2012,2012-04-10,2012-04-06
741,松江,2013,2013-03-31,2013-03-23
741,松江,2014,2014-04-02,2014-03-27
741,松江,2015,2015-04-02,2015-03-29
744,米子,1996,1996-04-11,1996-04-06
744,米子,1997,1997-04-04,1997-03-28
744,米子,1998,1998-03-31,1998-03-27
744,米子,1999,1999-04-03,1999-03-27
744,米子,2000,2000-04-08,2000-04-03
744,米子,2001,2001-04-01,2001-03-25
744,米子,2002,2002-03-28,2002-03-20
744,米子,2003,2003-04-06,2003-03-30
744,米子,2004,2004-03-29,2004-03-21
744,米子,2005,2005-04-08,2005-04-04
744,米子,2006,2006-04-07,2006-04-01
744,米子,2007,2007-04-03,2007-03-25
744,米子,2008,2008-04-05,2008-03-31
744,米子,2009,NA,NA
744,米子,2010,NA,NA
744,米子,2011,NA,NA
744,米子,2012,NA,NA
744,米子,2013,NA,NA
744,米子,2014,NA,NA
744,米子,2015,NA,NA
746,鳥取,1996,1996-04-14,1996-04-06
746,鳥取,1997,1997-04-04,1997-03-28
746,鳥取,1998,1998-03-31,1998-03-26
746,鳥取,1999,1999-04-01,1999-03-26
746,鳥取,2000,2000-04-09,2000-04-05
746,鳥取,2001,2001-04-03,2001-03-26
746,鳥取,2002,2002-03-30,2002-03-22
746,鳥取,2003,2003-04-07,2003-03-31
746,鳥取,2004,2004-03-29,2004-03-24
746,鳥取,2005,2005-04-08,2005-04-05
746,鳥取,2006,2006-04-07,2006-04-01
746,鳥取,2007,2007-04-08,2007-03-25
746,鳥取,2008,2008-04-04,2008-03-29
746,鳥取,2009,2009-04-07,2009-03-22
746,鳥取,2010,2010-04-04,2010-03-25
746,鳥取,2011,2011-04-08,2011-04-02
746,鳥取,2012,2012-04-10,2012-04-03
746,鳥取,2013,2013-03-29,2013-03-20
746,鳥取,2014,2014-04-02,2014-03-27
746,鳥取,2015,2015-04-01,2015-03-28
747,豊岡,1996,1996-04-15,1996-04-09
747,豊岡,1997,1997-04-09,1997-04-01
747,豊岡,1998,1998-04-03,1998-03-28
747,豊岡,1999,1999-04-06,1999-03-29
747,豊岡,2000,2000-04-12,2000-04-08
747,豊岡,2001,2001-04-04,2001-03-28
747,豊岡,2002,2002-03-31,2002-03-26
747,豊岡,2003,2003-04-08,2003-04-03
747,豊岡,2004,2004-03-31,2004-03-28
747,豊岡,2005,2005-04-09,2005-04-07
747,豊岡,2006,2006-04-09,2006-04-04
747,豊岡,2007,2007-04-03,2007-03-26
747,豊岡,2008,NA,NA
747,豊岡,2009,NA,NA
747,豊岡,2010,NA,NA
747,豊岡,2011,NA,NA
747,豊岡,2012,NA,NA
747,豊岡,2013,NA,NA
747,豊岡,2014,NA,NA
747,豊岡,2015,NA,NA
750,舞鶴,1996,1996-04-15,1996-04-09
750,舞鶴,1997,1997-04-08,1997-04-02
750,舞鶴,1998,1998-03-31,1998-03-28
750,舞鶴,1999,1999-04-04,1999-03-31
750,舞鶴,2000,2000-04-12,2000-04-10
750,舞鶴,2001,2001-04-05,2001-03-29
750,舞鶴,2002,2002-03-31,2002-03-25
750,舞鶴,2003,2003-04-09,2003-04-03
750,舞鶴,2004,2004-03-31,2004-03-27
750,舞鶴,2005,2005-04-10,2005-04-07
750,舞鶴,2006,2006-04-10,2006-04-05
750,舞鶴,2007,2007-04-09,2007-03-31
750,舞鶴,2008,2008-04-07,2008-04-02
750,舞鶴,2009,2009-04-06,2009-03-25
750,舞鶴,2010,2010-04-06,2010-03-27
750,舞鶴,2011,2011-04-10,2011-04-05
750,舞鶴,2012,2012-04-12,2012-04-09
750,舞鶴,2013,NA,2013-03-25
750,舞鶴,2014,NA,NA
750,舞鶴,2015,NA,NA
755,浜田,1996,1996-04-07,1996-03-30
755,浜田,1997,1997-04-07,1997-03-27
755,浜田,1998,1998-03-30,1998-03-23
755,浜田,1999,1999-04-03,1999-03-28
755,浜田,2000,2000-04-04,2000-03-30
755,浜田,2001,2001-04-03,2001-03-24
755,浜田,2002,2002-03-26,2002-03-17
755,浜田,2003,2003-04-03,2003-03-29
755,浜田,2004,2004-04-03,2004-03-21
755,浜田,2005,2005-04-07,2005-04-01
755,浜田,2006,2006-04-04,2006-03-26
755,浜田,2007,2007-04-01,2007-03-25
755,浜田,2008,NA,NA
755,浜田,2009,NA,NA
755,浜田,2010,NA,NA
755,浜田,2011,NA,NA
755,浜田,2012,NA,NA
755,浜田,2013,NA,NA
755,浜田,2014,NA,NA
755,浜田,2015,NA,NA
759,京都,1996,1996-04-09,1996-03-31
759,京都,1997,1997-04-04,1997-03-26
759,京都,1998,1998-04-01,1998-03-24
759,京都,1999,1999-04-02,1999-03-25
759,京都,2000,2000-04-10,2000-04-03
759,京都,2001,2001-04-03,2001-03-24
759,京都,2002,2002-03-28,2002-03-18
759,京都,2003,2003-04-04,2003-03-28
759,京都,2004,2004-04-03,2004-03-24
759,京都,2005,2005-04-08,2005-04-02
759,京都,2006,2006-04-06,2006-03-27
759,京都,2007,2007-04-03,2007-03-25
759,京都,2008,2008-04-01,2008-03-24
759,京都,2009,2009-04-05,2009-03-19
759,京都,2010,2010-04-01,2010-03-19
759,京都,2011,2011-04-07,2011-03-28
759,京都,2012,2012-04-09,2012-04-03
759,京都,2013,2013-03-30,2013-03-22
759,京都,2014,2014-04-02,2014-03-27
759,京都,2015,2015-04-01,2015-03-27
761,彦根,1996,1996-04-17,1996-04-08
761,彦根,1997,1997-04-06,1997-03-30
761,彦根,1998,1998-04-05,1998-03-29
761,彦根,1999,1999-04-08,1999-03-29
761,彦根,2000,2000-04-14,2000-04-09
761,彦根,2001,2001-04-08,2001-04-01
761,彦根,2002,2002-04-02,2002-03-26
761,彦根,2003,2003-04-06,2003-03-31
761,彦根,2004,2004-04-02,2004-03-28
761,彦根,2005,2005-04-10,2005-04-06
761,彦根,2006,2006-04-12,2006-04-06
761,彦根,2007,2007-04-11,2007-03-30
761,彦根,2008,2008-04-06,2008-03-30
761,彦根,2009,2009-04-08,2009-03-28
761,彦根,2010,2010-04-07,2010-04-01
761,彦根,2011,2011-04-11,2011-04-01
761,彦根,2012,2012-04-12,2012-04-08
761,彦根,2013,2013-04-05,2013-03-30
761,彦根,2014,2014-04-09,2014-04-02
761,彦根,2015,2015-04-04,2015-03-31
762,下関,1996,1996-04-07,1996-03-31
762,下関,1997,1997-04-01,1997-03-25
762,下関,1998,1998-04-05,1998-03-26
762,下関,1999,1999-04-06,1999-03-29
762,下関,2000,2000-04-05,2000-03-28
762,下関,2001,2001-04-04,2001-03-26
762,下関,2002,2002-03-28,2002-03-19
762,下関,2003,2003-04-01,2003-03-25
762,下関,2004,2004-04-02,2004-03-23
762,下関,2005,2005-04-08,2005-03-31
762,下関,2006,2006-04-07,2006-03-25
762,下関,2007,2007-04-02,2007-03-23
762,下関,2008,2008-04-04,2008-03-26
762,下関,2009,2009-04-01,2009-03-18
762,下関,2010,2010-04-01,2010-03-20
762,下関,2011,2011-04-07,2011-03-30
762,下関,2012,2012-04-06,2012-03-30
762,下関,2013,2013-03-28,2013-03-19
762,下関,2014,2014-03-30,2014-03-25
762,下関,2015,2015-04-01,2015-03-25
765,広島,1996,1996-04-08,1996-04-01
765,広島,1997,1997-04-01,1997-03-22
765,広島,1998,1998-03-29,1998-03-20
765,広島,1999,1999-04-04,1999-03-27
765,広島,2000,2000-04-04,2000-03-28
765,広島,2001,2001-04-01,2001-03-23
765,広島,2002,2002-03-27,2002-03-20
765,広島,2003,2003-04-01,2003-03-25
765,広島,2004,2004-03-31,2004-03-19
765,広島,2005,2005-04-09,2005-04-03
765,広島,2006,2006-04-06,2006-03-22
765,広島,2007,2007-04-02,2007-03-22
765,広島,2008,2008-04-02,2008-03-25
765,広島,2009,2009-04-05,2009-03-22
765,広島,2010,2010-04-02,2010-03-20
765,広島,2011,2011-04-10,2011-04-01
765,広島,2012,2012-04-09,2012-04-02
765,広島,2013,2013-03-29,2013-03-22
765,広島,2014,2014-03-30,2014-03-25
765,広島,2015,2015-03-30,2015-03-24
768,岡山,1996,1996-04-10,1996-04-03
768,岡山,1997,1997-04-04,1997-03-28
768,岡山,1998,1998-04-01,1998-03-27
768,岡山,1999,1999-04-03,1999-03-27
768,岡山,2000,2000-04-08,2000-04-01
768,岡山,2001,2001-04-06,2001-03-26
768,岡山,2002,2002-03-29,2002-03-20
768,岡山,2003,2003-04-05,2003-03-29
768,岡山,2004,2004-04-02,2004-03-25
768,岡山,2005,2005-04-09,2005-04-03
768,岡山,2006,2006-04-07,2006-03-29
768,岡山,2007,2007-04-04,2007-03-26
768,岡山,2008,2008-04-04,2008-03-26
768,岡山,2009,2009-04-05,2009-03-21
768,岡山,2010,2010-04-03,2010-03-22
768,岡山,2011,2011-04-07,2011-03-31
768,岡山,2012,2012-04-09,2012-04-03
768,岡山,2013,2013-03-31,2013-03-24
768,岡山,2014,2014-04-02,2014-03-28
768,岡山,2015,2015-04-02,2015-03-28
770,神戸,1996,1996-04-08,1996-03-31
770,神戸,1997,1997-04-02,1997-03-26
770,神戸,1998,1998-03-31,1998-03-24
770,神戸,1999,1999-04-02,1999-03-25
770,神戸,2000,2000-04-08,2000-04-02
770,神戸,2001,2001-04-02,2001-03-25
770,神戸,2002,2002-03-30,2002-03-22
770,神戸,2003,2003-04-02,2003-03-28
770,神戸,2004,2004-04-06,2004-03-26
770,神戸,2005,2005-04-09,2005-04-03
770,神戸,2006,2006-04-08,2006-03-27
770,神戸,2007,2007-04-08,2007-03-30
770,神戸,2008,2008-04-03,2008-03-26
770,神戸,2009,2009-04-06,2009-03-23
770,神戸,2010,2010-04-04,2010-03-20
770,神戸,2011,2011-04-10,2011-03-31
770,神戸,2012,2012-04-09,2012-04-02
770,神戸,2013,2013-03-31,2013-03-21
770,神戸,2014,2014-04-01,2014-03-27
770,神戸,2015,2015-04-02,2015-03-27
772,大阪,1996,1996-04-09,1996-03-31
772,大阪,1997,1997-04-04,1997-03-27
772,大阪,1998,1998-04-03,1998-03-25
772,大阪,1999,1999-03-29,1999-03-24
772,大阪,2000,2000-04-08,2000-04-02
772,大阪,2001,2001-04-04,2001-03-25
772,大阪,2002,2002-03-28,2002-03-20
772,大阪,2003,2003-04-02,2003-03-27
772,大阪,2004,2004-04-02,2004-03-23
772,大阪,2005,2005-04-08,2005-04-03
772,大阪,2006,2006-04-04,2006-03-28
772,大阪,2007,2007-04-03,2007-03-27
772,大阪,2008,2008-04-02,2008-03-26
772,大阪,2009,2009-04-06,2009-03-24
772,大阪,2010,2010-04-04,2010-03-21
772,大阪,2011,2011-04-07,2011-03-31
772,大阪,2012,2012-04-09,2012-04-02
772,大阪,2013,2013-03-29,2013-03-21
772,大阪,2014,2014-04-02,2014-03-27
772,大阪,2015,2015-04-01,2015-03-26
776,洲本,1996,1996-04-10,1996-04-02
776,洲本,1997,1997-04-06,1997-03-29
776,洲本,1998,1998-03-30,1998-03-24
776,洲本,1999,1999-04-06,1999-03-30
776,洲本,2000,2000-04-09,2000-04-02
776,洲本,2001,2001-04-03,2001-03-26
776,洲本,2002,2002-03-28,2002-03-20
776,洲本,2003,NA,NA
776,洲本,2004,NA,NA
776,洲本,2005,NA,NA
776,洲本,2006,NA,NA
776,洲本,2007,NA,NA
776,洲本,2008,NA,NA
776,洲本,2009,NA,NA
776,洲本,2010,NA,NA
776,洲本,2011,NA,NA
776,洲本,2012,NA,NA
776,洲本,2013,NA,NA
776,洲本,2014,NA,NA
776,洲本,2015,NA,NA
777,和歌山,1996,1996-04-08,1996-03-29
777,和歌山,1997,1997-04-01,1997-03-18
777,和歌山,1998,1998-04-04,1998-03-24
777,和歌山,1999,1999-04-02,1999-03-24
777,和歌山,2000,2000-04-06,2000-03-28
